GeneID	REP1.B_b	REP1.B_m	REP2.B_b	REP2.B_m	REP3.B_b	REP3.B_m	REP4.B_b	REP4.B_m	REP1.M_b	REP1.M_m	REP2.M_b	REP2.M_m	REP3.M_b	REP3.M_m	REP4.M_b	REP4.M_m	REP1.BM_b	REP1.BM_m	REP2.BM_b	REP2.BM_m	REP3.BM_b	REP3.BM_m	REP4.BM_b	REP4.BM_m	REP1.MB_b	REP1.MB_m	REP2.MB_b	REP2.MB_m	REP3.MB_b	REP3.MB_m	REP4.MB_b	REP4.MB_m	REP1_B.total	REP1_M.total	REP1_BM.total	REP1_MB.total	REP2_B.total	REP2_M.total	REP2_BM.total	REP2_MB.total	REP3_B.total	REP3_M.total	REP3_BM.total	REP3_MB.total	REP4_B.total	REP4_M.total	REP4_BM.total	REP4_MB.total
GRMZM5G807064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	64	32	26	29	51	38	32	30	55	29	37	20	91	43	29
GRMZM2G060073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AF466202.2_FG007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	4	8	0	16	4	3	2	15	7	5	1	20	8	4
GRMZM5G871592	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	14	21	9	7	8	8	12	12	12	11	16	17	16	11	7
GRMZM2G033117	32	0	20	0	39	0	37	0	0	20	0	18	0	42	1	43	13	11	19	5	27	24	35	30	24	21	15	9	23	27	28	30	1216	1219	1240	1302	988	1027	1023	1036	1171	1531	1489	1438	1294	1311	1376	1381
GRMZM2G095822	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	2	4	3	7	4	8	3	4	5	11	5	3
GRMZM2G175513	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	3	0	3	4	1	3	2	1	1	1	1	0	4	0	0
GRMZM2G160174	1	0	4	0	1	0	1	0	1	3	0	1	0	5	0	1	1	1	3	0	0	1	2	0	0	1	1	0	0	0	0	0	684	550	536	663	612	488	613	529	676	580	650	658	747	579	631	710
GRMZM2G159369	3	0	4	0	2	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	1	0	4	0	1583	1294	1509	1454	1312	1110	1186	1169	1414	1885	1553	1614	1504	1468	1443	1492
GRMZM2G433579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	96	100	114	113	71	68	97	114	109	118	105	157	136	122	158
GRMZM2G135756	72	0	44	1	46	0	66	1	3	27	1	21	0	39	2	51	28	16	28	10	40	21	39	15	35	17	34	13	42	24	35	13	391	235	341	409	325	234	255	271	342	404	394	461	435	366	430	423
GRMZM5G827485	1	0	1	0	2	0	1	0	0	3	1	2	0	1	0	0	1	1	2	0	0	1	1	0	1	2	2	0	1	1	2	0	77	69	72	84	66	59	87	64	44	57	62	62	43	34	69	73
GRMZM2G178968	46	0	34	0	39	0	51	0	1	39	0	35	0	46	0	44	35	30	16	30	26	29	28	30	33	30	21	23	28	30	31	27	2226	1986	2206	1884	1670	1584	1592	1770	1693	2452	1933	2083	1801	2106	1871	1802
GRMZM2G070047	46	1	47	0	59	0	49	0	0	58	0	52	0	91	2	89	18	33	21	29	36	56	34	55	28	45	21	23	32	63	24	58	402	351	372	556	371	346	326	324	518	687	701	648	517	561	674	690
AC202435.3_FG001	3	0	1	0	0	0	0	0	1	0	0	1	0	4	1	1	1	0	0	0	0	1	0	0	1	0	1	1	0	0	1	2	29	24	21	20	12	12	15	20	21	34	24	25	24	44	23	19
AC177837.3_FG002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
GRMZM2G113064	10	0	9	0	8	0	7	0	0	5	1	5	0	7	0	2	3	0	7	3	5	0	5	0	6	3	8	1	13	3	14	1	95	102	66	116	97	88	103	97	62	102	82	120	76	73	88	112
GRMZM2G137535	61	1	50	0	77	0	78	0	0	25	0	32	1	50	1	35	15	11	8	9	28	21	27	23	25	16	10	14	18	11	27	29	578	307	262	310	407	312	203	165	631	430	363	224	590	310	340	456
AC191360.3_FG015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	5	9	6	0	5	2	3	0	4	8	6	2	3	5	3
GRMZM2G503714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G353195	2	0	3	0	3	0	0	0	0	1	0	0	0	0	0	2	1	1	1	0	3	0	2	0	0	1	0	3	0	0	1	0	4	7	6	3	8	6	4	7	5	4	7	2	2	5	4	2
GRMZM5G892096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GRMZM2G106092	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	3	2	2	3	1	2	1	5	3	0	3	3	1	0	3	2
GRMZM2G519417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM5G827575	18	0	24	0	12	0	12	0	0	12	0	12	0	17	0	18	11	6	6	7	3	4	3	6	5	5	13	14	5	7	4	5	301	246	308	256	288	188	251	285	276	267	268	294	245	275	236	215
GRMZM2G168760	8	0	14	1	0	0	0	0	0	6	0	8	0	1	0	2	1	3	7	6	0	0	0	0	2	5	10	5	0	0	0	1	491	710	681	912	618	804	954	828	40	71	33	50	41	92	37	61
GRMZM2G085550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	47	97	49	102	28	90	56	136	48	80	67	108	43	65	60
GRMZM2G131733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	167	144	168	108	135	175	144	69	90	79	101	52	95	77	65
GRMZM2G111441	6	0	13	0	16	0	24	0	0	34	0	23	0	48	0	42	7	19	8	24	13	38	7	31	13	26	2	19	11	27	17	44	24	135	72	128	33	108	88	65	47	201	146	142	59	163	134	174
GRMZM5G840928	13	0	15	0	25	0	20	0	1	18	0	14	0	17	0	27	11	4	11	6	14	10	10	14	12	8	4	8	11	10	9	14	192	212	190	221	158	180	175	199	164	194	204	215	157	234	176	201
GRMZM2G098739	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	3	1	4	1	1	2	3	1	2	1	3	3	1	1	2	4
GRMZM2G026371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	141	67	111	50	99	99	102	28	81	60	86	20	43	37	57
GRMZM2G065423	42	0	38	1	42	0	49	0	1	17	0	10	0	14	2	13	13	1	12	13	27	5	28	12	23	12	11	6	28	12	23	7	86	48	56	81	91	42	57	48	93	60	87	103	111	47	100	91
GRMZM2G135378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	3	0	0
GRMZM2G058584	231	1	207	0	215	0	238	0	1	141	1	133	1	182	2	144	108	73	99	84	155	107	175	123	148	116	104	79	153	107	148	111	1043	727	863	1131	954	628	786	805	1095	1027	1199	1117	1170	860	1230	1204
GRMZM2G060866	53	1	56	0	109	0	86	0	0	5	0	7	0	7	0	7	36	3	30	2	61	18	64	12	45	7	22	3	63	17	65	5	229	44	172	147	218	30	118	85	399	24	232	257	309	44	238	193
GRMZM2G047613	44	1	38	1	58	0	55	0	1	35	0	29	0	76	0	68	17	17	17	18	34	26	33	30	14	36	5	18	25	31	11	34	345	352	358	378	351	304	219	203	399	709	452	529	471	712	507	401
GRMZM2G157313	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	5	4	2	4	4	3	4	8	4	3	3	3	1	7	7	3
GRMZM2G000586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	3	2	3	2	2	2	2	8	3
GRMZM2G309316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	1	3	2	3	1	0	2	1
GRMZM2G160791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	2	0	13	5	5	0	20	3	3	2	12	4	1
GRMZM2G403964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	3	5	2	1	3	2	2	0	2	3	1	0	4
GRMZM2G064111	54	0	53	0	25	0	33	0	0	32	0	37	0	27	0	32	32	18	30	28	14	14	21	14	29	24	27	15	23	15	22	19	458	362	368	367	378	334	427	419	187	192	206	220	211	249	199	225
GRMZM5G810246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRMZM2G051932	27	1	24	0	8	0	6	0	0	13	0	16	0	2	0	3	11	8	12	7	1	3	0	2	13	8	11	8	3	2	6	2	97	63	65	83	91	53	86	60	23	26	30	27	22	33	12	28
GRMZM2G087804	0	0	0	0	0	0	1	0	1	2	0	2	1	4	0	1	0	0	0	1	2	2	1	2	1	1	1	0	3	0	1	0	18	21	23	27	13	23	20	25	13	23	38	24	10	32	18	15
GRMZM2G066047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC213463.3_FG002	98	0	92	0	58	0	58	0	3	80	2	78	1	65	0	75	42	21	65	54	39	34	21	25	47	47	52	45	35	33	33	41	250	270	210	272	231	233	253	263	171	227	224	228	157	262	158	198
GRMZM2G150468	2	0	1	0	2	0	2	0	0	0	1	2	0	3	1	12	0	0	1	0	1	0	2	0	3	0	1	2	1	0	7	4	7	2	6	13	5	12	7	8	3	14	11	9	5	69	11	43
GRMZM2G155274	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	5	1	1	1	3	2	2	0	3	2	2
GRMZM2G548817	0	0	0	0	0	0	0	0	0	3	0	4	0	2	0	2	0	1	0	2	0	0	0	4	0	0	1	2	1	1	0	0	31	127	76	138	48	147	101	71	14	68	31	40	16	83	43	54
GRMZM2G154954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4288	1556	3247	1693	3010	1393	2049	2907	1819	1229	1504	1727	1989	1118	1612	1426
GRMZM2G306028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	708	749	643	984	754	725	710	649	966	1208	1085	1092	1015	1018	1100	1182
GRMZM2G131723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	756	674	781	929	751	713	818	841	409	523	494	569	517	601	612	657
GRMZM2G402881	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2	0	0	1	0	0	0	1	0	0	1	0	1	0	2	0	1	0	2	1	2	1	3	2	2	1	3	0	3	0	4	2	2
