GeneID	REP1.B_b	REP1.B_m	REP2.B_b	REP2.B_m	REP3.B_b	REP3.B_m	REP4.B_b	REP4.B_m	REP1.M_b	REP1.M_m	REP2.M_b	REP2.M_m	REP3.M_b	REP3.M_m	REP4.M_b	REP4.M_m	REP1.BM_b	REP1.BM_m	REP2.BM_b	REP2.BM_m	REP3.BM_b	REP3.BM_m	REP4.BM_b	REP4.BM_m	REP1.MB_b	REP1.MB_m	REP2.MB_b	REP2.MB_m	REP3.MB_b	REP3.MB_m	REP4.MB_b	REP4.MB_m	REP1_B.total	REP1_M.total	REP1_BM.total	REP1_MB.total	REP2_B.total	REP2_M.total	REP2_BM.total	REP2_MB.total	REP3_B.total	REP3_M.total	REP3_BM.total	REP3_MB.total	REP4_B.total	REP4_M.total	REP4_BM.total	REP4_MB.total
GRMZM2G386811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G003953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	4	1	1	5	4	2	3	3	3	3	2	4	3
GRMZM2G171464	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	2	2	3	1	2	2	0	0	2	1	1	1	0	0
AC210027.3_FG003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	1	0	1	2	0	0	2	1	0
GRMZM2G023364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	66	45	73	47	72	75	46	14	15	19	9	11	24	8	22
GRMZM2G176774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	49	78	51	56	33	73	61	63	41	61	58	57	30	92	54	44
GRMZM2G336783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	63	42	66	82	60	53	57	35	35	34	33	44	23	34	45
GRMZM5G833366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM5G805396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0
GRMZM2G438998	2	0	1	0	1	0	1	0	1	3	0	0	0	5	0	3	0	0	0	1	0	0	0	5	0	2	2	0	0	1	0	0	7	11	6	7	6	8	7	9	5	16	5	9	3	11	14	4
GRMZM2G098557	173	2	170	2	151	2	174	0	1	88	4	80	0	101	0	104	81	35	86	53	95	49	95	62	99	48	112	46	113	49	111	61	729	646	644	759	715	590	705	743	672	698	762	816	733	748	776	808
GRMZM2G072052	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	6	0	1	0	1	0	0	0	0	0	2	12	4	14	11	6	11	8	10	9	10	16	7	2	14	19	8
GRMZM2G043884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM5G871099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G404608	13	0	11	1	18	0	13	0	0	13	0	8	0	5	1	19	5	5	2	3	7	2	8	5	7	5	7	5	9	2	4	0	46	30	27	28	41	20	27	41	61	35	36	36	52	68	55	39
GRMZM2G180728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	238	227	283	228	209	213	234	289	318	332	357	340	321	392	371
GRMZM2G560863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GRMZM2G704330	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	1	2	0	0	2	0	0	0	4	2	0	0	0
GRMZM2G583462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0
GRMZM2G032547	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	25	20	33	9	19	13	32	10	26	20	17	9	18	15	17
GRMZM2G011598	0	0	2	0	3	0	1	0	0	1	0	0	0	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	7	12	7	6	11	10	10	5	6	8	8	11	10	4	8	8
GRMZM2G051135	2	0	3	0	2	0	2	0	1	9	0	5	0	33	1	66	0	0	0	0	0	3	2	1	0	1	0	0	0	0	5	2	13	114	5	11	11	53	5	3	13	154	8	13	11	355	5	50
GRMZM2G378402	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	4	2	3	3	2	0	0	2	1	0	0	1	2	0
GRMZM2G343080	23	0	23	0	35	0	28	0	0	24	0	11	0	30	0	30	12	6	19	10	20	13	20	8	18	13	16	9	23	16	21	19	147	108	122	184	145	100	138	134	191	195	196	219	186	195	172	202
GRMZM2G028779	5	0	16	0	13	0	12	0	0	1	0	4	0	4	0	1	3	1	3	4	5	1	8	3	4	2	7	4	8	3	12	5	80	34	64	67	78	37	56	60	75	48	74	56	100	40	60	85
GRMZM5G815900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G018988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	0	0	4	0	0	0	0	0	0	0	0	0
GRMZM2G063519	88	0	89	0	100	0	90	0	0	65	0	67	1	113	0	107	39	34	55	46	53	49	54	50	51	57	57	42	61	63	73	68	311	342	291	422	309	333	336	318	377	497	473	514	355	471	435	567
GRMZM2G065171	17	1	14	0	25	0	24	0	0	62	0	54	0	73	1	80	20	33	7	34	18	53	22	51	11	35	8	25	17	55	13	51	80	253	185	195	59	229	161	144	112	387	279	313	102	383	294	272
GRMZM2G121897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GRMZM5G820996	96	0	117	0	120	0	107	0	1	82	1	76	0	97	1	109	77	44	68	47	73	74	77	60	71	64	71	36	96	68	73	61	596	489	588	581	554	413	533	574	521	533	581	677	529	512	618	607
AC198371.3_FG011	0	0	0	0	0	0	0	0	0	2	0	2	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	3	1	1	0	4	0	1	0	0	0	1
GRMZM5G800835	27	0	20	0	23	0	28	0	0	8	0	7	0	19	0	11	17	2	6	2	17	6	16	10	14	9	12	4	11	4	13	6	174	53	131	105	131	55	107	131	137	104	115	130	146	100	138	100
GRMZM2G092323	0	0	0	0	0	0	0	0	0	2	0	1	0	3	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	1	0	5	2	2	0	5	4	3	0	8	0	6	0	4	4	4
AC212728.3_FG001	19	0	9	0	8	0	12	0	0	2	0	1	0	1	0	2	5	1	8	1	15	1	4	0	7	1	13	3	5	0	7	0	51	5	21	28	28	8	30	32	21	6	37	36	32	6	29	21
GRMZM2G092925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	71	72	91	64	80	59	48	111	161	134	103	119	144	135	121
GRMZM2G057044	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	125	88	128	88	159	140	112	32	54	46	68	33	109	45	45
GRMZM2G094375	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	2	2	1	7	5	5	4	22	2	0	0	85	0	0
GRMZM2G416935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	74	75	77	79	63	62	45	81	80	69	72	101	63	75	80
GRMZM2G048549	12	0	3	0	8	0	5	0	0	27	1	27	0	29	1	37	8	14	9	12	5	11	5	12	3	4	3	7	8	24	5	4	96	316	188	109	61	396	122	86	126	430	192	385	55	667	173	115
GRMZM2G172001	54	0	39	0	34	0	39	0	0	38	0	17	0	22	0	29	20	17	27	14	21	15	13	10	20	19	28	20	21	9	18	9	389	330	291	342	352	289	364	327	360	335	399	420	420	357	378	408
GRMZM2G150930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G034300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM5G856598	12	0	18	0	17	0	16	0	0	5	0	5	0	10	0	5	8	7	4	3	8	8	16	1	12	12	8	5	9	8	15	6	181	134	148	254	161	144	134	160	194	170	211	211	220	161	193	248
GRMZM2G126517	34	0	50	0	45	0	41	0	0	59	0	59	1	75	0	71	25	17	26	33	21	41	31	34	31	40	24	18	39	40	40	39	266	370	250	400	251	344	337	267	249	466	371	356	234	406	342	372
GRMZM2G387471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	3	2	2	4	1	1	0	1	1	2	1	0
GRMZM2G054706	89	1	92	0	119	1	121	0	2	75	2	62	1	103	0	102	62	42	64	45	83	67	77	61	68	55	52	30	88	62	71	56	740	654	700	769	690	642	685	712	789	877	874	907	801	805	839	861
GRMZM2G119311	1	0	3	0	4	0	2	0	0	0	0	0	0	3	0	3	0	0	0	0	0	2	1	5	1	0	0	0	0	2	0	2	141	134	150	192	118	114	132	103	173	215	221	233	169	218	194	187
GRMZM2G331154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	117	106	131	92	124	133	149	37	88	58	87	54	100	63	77
GRMZM5G884544	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	27	36	35	32	25	31	21	46	8	18	19	16	6	18	9	22
GRMZM2G118286	194	3	239	2	166	0	175	0	2	226	1	195	0	257	2	258	131	120	143	118	106	100	97	95	140	177	116	111	116	124	128	121	872	1206	972	1195	848	996	1053	1008	606	1149	828	947	644	1153	757	934
GRMZM2G162699	7	0	6	0	2	0	3	0	0	13	0	9	0	9	0	8	6	2	8	10	3	4	2	5	3	6	7	7	2	4	2	2	361	294	265	428	334	320	343	303	197	190	204	185	201	177	180	201
AC199384.3_FG002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	3	6	4	4	6	0	1	0	1	0	1	0	0
GRMZM2G085266	35	0	43	0	5	0	14	0	1	50	1	48	0	24	0	13	30	28	19	22	16	5	10	7	18	24	24	30	9	8	17	7	295	369	349	380	313	347	367	334	114	160	152	149	112	146	121	177
GRMZM5G898898	25	0	25	1	13	0	7	0	0	1	0	1	0	0	0	2	11	0	13	1	12	0	4	0	10	0	9	0	5	0	15	0	79	4	33	43	82	4	53	24	39	2	39	29	37	7	21	36
GRMZM2G156816	114	0	102	0	86	0	88	0	1	43	0	34	0	43	1	57	58	34	69	33	51	33	55	34	52	22	69	31	69	50	62	37	893	506	777	693	686	441	668	704	788	637	730	858	816	602	788	790
GRMZM2G148768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRMZM2G097289	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	709	859	689	880	750	868	968	773	94	84	86	102	64	142	59	73
AC198393.3_FG001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	0	0	3	1	1	1	1	2	1
GRMZM2G089498	0	0	1	0	3	0	4	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	2	1	3	0	0	0	0	1	2	1	288	202	219	303	254	163	224	193	341	327	366	321	369	290	346	340
GRMZM2G181470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	2	0	3	1	0	0
GRMZM2G096261	101	1	95	0	128	0	146	0	1	81	0	76	0	158	0	144	53	61	49	36	88	87	76	81	83	87	33	38	86	102	87	92	345	309	340	427	333	268	275	266	337	504	456	488	408	464	437	482
GRMZM2G015049	5	0	5	0	4	0	7	0	0	8	1	9	0	8	0	19	4	7	3	4	2	7	4	5	1	5	1	1	3	4	1	2	14	23	35	29	14	37	21	35	16	53	40	31	26	67	30	33
GRMZM2G056495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	322	339	308	389	271	315	319	331	303	336	317	325	283	308	326
GRMZM5G882378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	173	183	219	200	131	146	182	194	248	210	237	255	236	224	247
GRMZM2G415012	136	1	117	1	165	0	151	0	5	88	1	73	0	158	0	113	72	39	70	50	90	64	96	78	104	64	62	47	109	62	105	85	548	440	441	591	464	373	454	454	605	629	667	665	587	575	653	636
AC233903.1_FG002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	2	0	0	1	2	0	0	1	4	0	2
GRMZM2G158489	132	0	147	0	163	0	195	0	0	56	2	59	1	128	0	103	53	33	60	35	118	81	99	60	98	59	53	31	123	69	107	80	289	183	220	384	328	196	256	210	399	362	451	455	473	294	408	497
GRMZM2G146437	3	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	0	0	2	0	1	0	6	1	1	3	5	0	3	2	14	1	10	7	22	0	3	4
GRMZM2G088196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	128	72	124	78	123	95	97	108	165	110	145	82	149	110	135
AC198229.4_FG002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	2	0	0	0	0	0	1	0	1
GRMZM2G551108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0
GRMZM2G169000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	55	71	85	70	60	64	56	68	103	87	70	75	80	68	64
GRMZM2G077428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G058496	47	0	54	0	46	1	60	0	0	33	2	28	0	55	0	53	25	16	31	18	27	28	28	15	35	21	37	20	34	23	35	31	165	144	145	209	186	107	176	168	188	196	194	224	214	170	204	243
GRMZM2G114469	22	1	24	0	20	0	25	0	1	31	0	30	1	32	1	42	11	18	11	17	13	16	10	14	14	19	10	16	16	19	17	16	196	305	244	225	158	254	214	199	181	272	279	266	211	327	271	263
GRMZM5G844628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G132568	215	0	159	0	162	0	196	1	1	144	1	124	1	165	0	129	111	72	97	62	113	91	133	109	133	80	118	79	108	77	131	109	715	589	632	720	556	502	557	658	527	672	698	594	674	568	780	732
GRMZM2G425729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	6	14	13	4	15	38	13	8	16	13	14	16	23	9
GRMZM2G180552	16	0	10	0	26	0	23	1	0	0	0	0	0	2	0	2	7	1	10	0	13	1	14	1	5	1	8	0	18	3	19	0	138	6	79	106	117	2	79	66	172	9	133	114	184	9	125	117
GRMZM2G010505	18	0	17	0	7	0	7	0	0	26	1	19	0	8	0	7	11	5	12	17	4	2	3	6	8	6	10	10	9	8	5	8	147	215	156	179	149	172	188	186	51	81	74	85	41	113	60	86
GRMZM2G035248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	212	248	171	160	168	209	229	211	230	304	260	153	235	292	182
GRMZM2G095265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1
GRMZM2G003506	80	0	61	0	67	0	83	2	1	50	0	53	0	69	2	87	26	21	32	14	47	38	53	46	35	21	33	30	25	41	32	33	487	436	457	493	402	404	353	422	537	624	640	519	588	746	645	406
GRMZM2G062600	2	0	7	0	8	0	4	0	1	2	0	3	0	4	0	8	4	1	0	1	2	1	2	0	2	1	1	0	2	0	1	3	15	13	16	12	16	14	7	3	24	24	13	13	21	39	16	14
GRMZM5G899865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	2	1	0	1	1	0	1	0	0	0	0	1
GRMZM2G308707	266	0	276	3	129	0	113	0	4	176	2	178	0	127	0	125	126	63	125	100	59	52	44	32	192	129	138	59	78	55	78	55	1391	1024	1033	1326	1404	990	1229	1045	638	540	499	641	517	550	377	631
GRMZM2G066700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM2G454176	38	0	45	0	11	0	8	0	1	39	0	43	1	9	1	13	28	22	29	29	4	10	0	4	35	23	33	21	2	9	7	9	213	234	234	330	226	212	264	256	45	59	63	82	47	68	52	76
GRMZM2G406631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4	1	0	0	3	1	0
GRMZM2G148323	62	0	71	0	48	0	37	0	1	43	1	47	1	30	0	36	35	31	49	25	31	20	19	15	56	26	41	23	33	22	35	13	1104	1220	1108	1384	1170	1200	1275	1168	608	961	761	860	629	1107	755	882
GRMZM2G160834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	3	5	9	9	6	2	0	0	1	0	1	0	1
GRMZM2G042127	3	0	2	0	1	0	8	0	0	8	0	6	0	6	0	11	1	3	0	3	1	8	4	6	3	7	0	6	4	2	0	4	64	84	56	78	35	61	40	65	41	141	94	83	66	94	91	89
GRMZM2G152824	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	1	0	1	0
GRMZM2G168519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	64	82	83	63	71	70	76	53	81	52	56	57	76	47	76
GRMZM5G810393	8	0	5	0	5	1	8	0	1	34	0	23	1	33	0	29	5	11	2	14	3	15	5	19	4	20	2	9	9	23	3	20	34	133	90	91	33	109	63	70	40	214	117	125	49	180	154	126
GRMZM2G113917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	4	1	9	0	2	2	3	0	1	1	5	0	4	1
GRMZM2G079559	5	0	5	1	3	0	7	0	0	2	0	1	0	3	0	0	6	1	3	0	1	2	11	1	2	1	3	0	2	0	3	0	20	8	21	18	27	10	10	20	30	15	11	19	40	12	38	17
GRMZM2G151200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	98	96	101	99	77	96	95	82	100	93	103	83	116	115	100
GRMZM2G363408	35	0	34	0	13	0	11	0	0	14	1	22	0	6	0	4	20	3	34	17	8	3	13	3	14	7	32	19	10	5	13	6	206	215	203	295	274	227	251	283	162	222	234	281	139	167	202	259
GRMZM2G034404	30	1	24	0	30	0	46	0	0	9	1	16	1	26	0	19	17	12	10	8	27	16	24	10	7	8	16	10	22	7	13	10	214	95	178	144	174	108	106	128	202	174	207	167	279	132	203	138
GRMZM2G431327	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	6	7	2	2	4	7	3	4	6	8	4	2	7	3	4
AC187560.5_FG003	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	1	1	0	2	6	0	0	1	4	1	3	0	0
GRMZM2G113382	34	1	38	0	22	0	16	0	0	33	0	43	1	40	1	41	12	12	25	31	14	18	16	17	28	24	17	19	8	22	16	25	136	182	130	196	131	206	191	153	89	174	139	114	57	152	124	145
GRMZM2G394973	3	0	9	0	6	0	6	0	0	0	1	2	1	3	1	2	2	1	4	1	2	1	2	1	3	0	0	1	4	0	2	0	79	38	61	45	60	31	51	49	40	39	61	45	50	52	54	28
GRMZM2G126264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRMZM2G147503	156	1	120	1	140	0	151	0	1	75	0	56	0	81	1	145	57	32	89	43	84	56	98	55	145	50	98	43	123	48	126	54	656	390	432	734	551	294	569	612	524	335	571	596	633	596	576	646
GRMZM5G890599	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	1	0	0	1	1	0	0	0	2	0	0	0	6	5	4	3	0	1	7	0	3	6	1	4	1	5	4	3
GRMZM2G098875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	351	334	439	213	264	284	294	290	635	384	480	392	642	517	352
GRMZM2G074395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	3	4	1	4	1	4	1	0	6	1	1	4	1
GRMZM5G850092	45	3	42	0	62	0	55	0	0	17	0	16	0	30	0	15	16	9	16	9	23	15	29	19	19	11	12	14	14	17	24	18	226	85	152	121	157	118	107	146	193	140	140	144	189	127	148	144
GRMZM2G062179	2	1	1	0	5	0	7	0	0	2	0	7	0	3	0	4	1	0	1	1	4	4	4	4	1	3	0	0	0	4	3	1	84	46	84	96	88	63	50	80	105	114	110	131	119	121	158	99
GRMZM2G029933	22	1	35	0	27	0	21	0	0	42	0	30	0	26	0	41	12	14	20	24	24	12	10	14	17	15	21	19	20	20	10	16	150	197	162	146	157	190	180	190	138	152	153	171	119	170	146	139
GRMZM2G055089	148	0	139	1	146	0	136	0	2	101	1	91	3	117	2	83	73	48	94	39	96	71	77	62	77	51	80	25	119	64	85	44	493	420	449	482	432	362	460	400	426	488	519	557	407	422	478	445
GRMZM2G176750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRMZM5G848182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	140	133	98	156	130	96	67	199	143	174	163	207	169	167	144
GRMZM2G007835	11	0	4	0	8	1	15	1	0	4	0	4	0	4	0	7	3	0	8	4	12	3	13	2	3	0	3	2	5	3	7	7	656	478	592	528	507	416	455	513	578	643	632	607	592	615	585	581
GRMZM2G468799	113	1	88	1	82	0	68	0	2	77	0	73	0	71	1	75	61	39	57	43	54	38	57	40	68	62	57	33	49	42	68	48	516	503	500	676	477	489	548	488	430	517	545	518	416	523	535	584
GRMZM2G358701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GRMZM2G043242	7	0	6	0	1	0	0	0	0	2	1	5	0	0	0	0	6	1	2	1	1	0	1	0	8	0	3	0	1	0	1	0	57	58	41	51	48	53	56	38	5	13	9	10	6	23	10	12
GRMZM2G019644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
GRMZM2G505380	3	0	2	0	0	0	1	0	0	15	0	8	0	2	1	9	4	7	2	8	1	3	0	5	1	7	1	6	0	3	0	1	28	92	59	43	25	75	64	62	7	40	22	29	3	57	18	25
GRMZM2G455828	178	1	148	0	148	0	163	0	1	106	0	90	0	134	1	120	109	74	90	80	110	85	114	83	110	77	106	72	115	102	109	87	1232	772	1266	1120	940	632	907	1021	922	1073	1176	1248	1024	884	1103	1138
GRMZM2G164295	2	0	1	0	5	0	0	0	0	1	0	1	0	5	0	0	0	0	3	0	2	0	1	1	1	2	1	0	0	0	1	0	7	3	0	5	3	3	5	1	7	9	3	2	2	4	4	4
GRMZM2G032555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	1	18	10	20	0	11	10	8	2	8	8	9	1	9	5
AC188745.3_FG001	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GRMZM2G007546	2	0	5	0	8	0	8	0	1	7	1	6	0	5	0	3	6	4	6	4	1	1	4	2	4	3	1	0	2	5	5	5	50	76	71	63	53	71	64	54	34	50	46	36	44	52	36	48
